russian,english
"Пока активно Песня клинка, вы получаете следующие преимущества.\n\nГибкость. Вы получаете бонус к вашему КБ, равный вашему модификатору Интеллекта (минимум +1), и ваша Скорость увеличивается на 10 футов. Кроме того, вы имеете преимущество на испытания Ловкости (Акробатика).\n\nМастерство клинка. Когда вы атакуете оружием, в котором имеете умении, вы можете использовать свой модификатор Интеллекта для броска атаки и броска урона вместо использования Силы или Ловкости.\n\nОбострение. Когда вы совершаете испытание Телосложения, чтобы удержать концентрацию, вы можете добавить свой модификатор Интеллекта к результату.","While the Bladesong is active, you gain the following benefits.

Agility. You gain a bonus to your AC equal to your Intelligence modifier (minimum of +1), and your Speed increases by 10 feet. In addition, you have Advantage on Dexterity (Acrobatics) checks.

Bladework. Whenever you attack with a weapon with which you have proficiency, you can use your Intelligence modifier for the attack and damage rolls instead of using Strength or Dexterity.

Focus. When you make a Constitution saving throw to maintain Concentration, you can add your Intelligence modifier to the total."
"<LSTag Type=""Image"" Info=""SoftWarning""/> При пении Песни клинка вы не можете носить броню или Щиты.","<LSTag Type=""Image"" Info=""SoftWarning""/> You can't wear Armour or Shields while Bladesinging."
"<LSTag Type=""Image"" Info=""SoftWarning""/> Вы должны держать оружие в одной руке.","<LSTag Type=""Image"" Info=""SoftWarning""/> You must be wielding a weapon in one hand."
"Гибкость. Вы получаете бонус к вашему КБ, равный вашему модификатору Интеллекта (минимум +1), и ваша Скорость увеличивается на 10 футов. Кроме того, вы имеете преимущество на испытания Ловкости (Акробатика).\n\nМастерство клинка. Когда вы атакуете оружием, в котором имеете умении, вы можете использовать свой модификатор Интеллекта для броска атаки и броска урона вместо использования Силы или Ловкости.\n\nОбострение. Когда вы совершаете испытание Телосложения, чтобы удержать концентрацию, вы можете добавить свой модификатор Интеллекта к результату.","Agility. You gain a bonus to your AC equal to your Intelligence modifier (minimum of +1), and your Speed increases by 10 feet. In addition, you have Advantage on Dexterity (Acrobatics) checks.

Bladework. Whenever you attack with a weapon with which you have proficiency, you can use your Intelligence modifier for the attack and damage rolls instead of using Strength or Dexterity.

Focus. When you make a Constitution saving throw to maintain Concentration, you can add your Intelligence modifier to the total."
Мастерство клинка,Bladework
"Когда вы атакуете оружием, в котором имеете умении, вы можете использовать свой модификатор Интеллекта для броска атаки и броска урона вместо использования Силы или Ловкости.","Whenever you attack with a weapon with which you have proficiency, you can use your Intelligence modifier for the attack and damage rolls instead of using Strength or Dexterity."
Уровень 3: Обучение войне и песне,Level 3: Training in War and Song
"Вы приобретаете умение со всеми рукопашными воинскими видами оружия, у которых нет свойства Двуручное или Тяжёлое. Вы можете использовать рукопашное оружие, в котором имеете умение, как фокус наложения заклинаний для своих заклинаний волшебника.\n\nВы также приобретаете умение в одной из следующих навыков на ваш выбор: Акробатика, Атлетика, Исполнение или Убеждение.","You gain proficiency with all Melee Martial weapons that don’t have the Two-Handed or Heavy property. You can use a Melee weapon with which you have proficiency as a Spellcasting Focus for your Wizard spells.

You also gain proficiency in one of the following skills of your choice: Acrobatics, Athletics, Performance, or Persuasion."
Песня клинка,Bladesinger
"Мастера Песни клинка владеют традицией волшебства, объединяющей клинковое искусство и танец. В бою Песноклин использует изысканные, изящные приемы, которые отражают вред и позволяют Песноклинцу перенаправлять магию в разрушительные атаки и хитрую оборону. Многие, кто наблюдал, как работает Песноклин, помнит это зрелище как один из самых красивых опытов в их жизни — величественный танец в сопровождении поющего клинка.\n\nПение клинка связано с древними эльфийскими обществами, которые первыми освоили этот стиль и придумали этот термин. Даже сегодня большинство Песноклинов происходят из старых эльфийских королевств, таких как Митхдрайнор, или из неэльфийских обществ, разделяющих земли и историю с эльфами, таких как Серебряная Марша. Откуда бы они ни были, Песноклины берут свои таланты на все Реалмы, чтобы помогать простым людям и совершать героические подвиги. Большинство сообществ приветствуют прибытие Песноклина как хорошую примету.","Bladesingers master a tradition of wizardry that incorporates swordplay and dance. In combat, a Bladesinger uses intricate, elegant maneuvers that fend off harm and allow the Bladesinger to channel magic into devastating attacks and a cunning defense. Many who have observed a Bladesinger at work remember the display as one of the more beautiful experiences in their life—a glorious dance accompanied by a singing blade.

Bladesinging is associated with the ancient elven societies that first mastered the art and coined the term. Even today, most Bladesingers still hail from old elven realms, such as Myth Drannor, or from non-elven societies that share land and history with elves, such as the Silver Marches. Wherever they hail from, Bladesingers take their talents all across the Realms to help common people and perform heroic deeds. Most communities greet the arrival of a Bladesinger as a good omen."
Отпрыск Тройки,Scion of the Three
"Отпрыск Тройки черпает силу из группы злобных богов, известных во Вратах Балдура как Тройка Мертвых: Порча, бог тирании; Бхол, бог насилия и убийств; и Миркул, бог смерти. Пока некоторые Плузы этого подкласса преданно служат этим трем мрачным богам, другие вынуждены выбрать этот путь проклятием. В любом случае, сила отпрыска проявляется как различные оккультные дары, а также как невероятный талант для нанесения ударов и запугивания врагов.\n\nОтпрыски Тройки Мертвых наиболее часты во Вратах Балдура, где Тройка Мертвых жила как смертные до восхождения на божественность. Подземные культы Порчи, Бхола и Миркула часто считают Отпрысков Тройки среди своих самых полезных агентов. За пределами Врат Балдура светские гильдии воров, такие как Теневые Воры Амн или Гильдия Ксанатара в Водном Глубоке, могут призвать Отпрыска Тройки для выполнения особенно жестокого контракта.","A Scion of the Three draws power from a group of malevolent gods known in Baldur’s Gate as the Dead Three: Bane, a god of tyranny; Bhaal, a god of violence and murder; and Myrkul, a god of death. While some Rogues of this subclass pledge themselves ardently to those three macabre gods, others are thrust on this path by a curse. Either way, a scion’s power manifests as various occult gifts, as well as an uncanny talent for striking and terrifying foes.

Scions of the Three are most common in Baldur’s Gate, where the Dead Three lived as mortals before ascending to godhood. Underground cults to Bane, Bhaal, and Myrkul often count Scions of the Three among their most useful agents. Outside Baldur’s Gate, secular thieves’ guilds such as the Shadow Thieves of Amn or the Xanathar Guild in Waterdeep might call on a Scion of the Three to undertake an especially violent contract."
Уровень 3: Кровавая жажда,Level 3: Bloodthirst
"Когда враг, которого вы видите в пределах 30 футов от себя, получает урон и становится Кровоточащим после получения этого урона, но не убит на месте, вы можете использовать реакцию и телепортироваться в незанятое пространство, которое вы видите в пределах 5 футов от этого врага. Затем вы можете совершить одну рукопашную атаку. Вы можете использовать эту особенность количество раз, равное вашему модификатору Интеллекта (минимум один раз), и восстанавливаете все использованные применения, когда завершаете долгий отдых.","When an enemy you can see within 30 feet of yourself takes damage and is Bloodied after taking that damage but not killed outright, you can take a Reaction and teleport to an unoccupied space you can see within 5 feet of that enemy. You can then make one melee attack. You can use this feature a number of times equal to your Intelligence modifier (minimum of once), and you regain all expended uses when you finish a Long Rest."
Уровень 3: Ужасающая присяга,Level 3: Dread Allegiance
"Вы формируете Ужасающую Присягу, выбирая одного из Тройки Мертвых: Порчу, Бхола или Миркула. Ваш выбор дает вам Сопротивление к определенному типу урона и способность накладывать связанный фокус, используя Интеллект как вашу способность наложения заклинаний.<br><br>Если вы выберете Порчу, вы получаете Сопротивление к Психическим урону и можете наложить Малая иллюзия.<br><br>Если вы выберете Бхола, вы получаете Сопротивление к Урону Ядов и можете наложить Оберег от оружия.<br><br>Если вы выберете Миркула, вы получаете Сопротивление к Урону некротической энергией и можете наложить Пробирающий до костей холод.<br><br>Вы можете изменить выбранного божество, когда завершаете долгий отдых.","You form a Dread Allegiance by choosing one of the Dead Three: Bane, Bhaal, or Myrkul. Your choice grants you Resistance to a specific damage type and the ability to cast an associated cantrip, using Intelligence as your spellcasting ability.<br><br>If you choose Bane, you gain Resistance to Psychic damage and can cast Minor Illusion.<br><br>If you choose Bhaal, you gain Resistance to Poison damage and can cast Blade Ward.<br><br>If you choose Myrkul, you gain Resistance to Necrotic damage and can cast Chill Touch.<br><br>You can change your chosen deity whenever you finish a Long Rest."
Уровень 9: Удар Ужаса,Level 9: Strike Fear
"Вы получаете возможность Ужасающий Хитрый удар. Пока цель находится в состоянии Испуганный, у вас есть преимущество на броски атаки против нее.","You gain the Terrify Cunning Strike option. While a target is Frightened, you have Advantage on attack rolls against it."
Хитрый удар: Ужас,Cunning Strike: Terrify
"Цель должна успешно пройти испытание Мудрости, или она получает состояние Испуганный на 1 минуту.\n\nИспуганная цель повторяет испытание в конце каждого своего хода, завершая воздействие на себя при успехе.","The target must succeed on a Wisdom saving throw, or it has the Frightened condition for 1 minute.

The Frightened target repeats the save at the end of each of its turns, ending the effect on itself on a success."
Кровавая жажда,Bloodthirst
Кровавая жажда (1/2),Bloodthirst (1/2)
"Когда существо, которое вы видите в пределах 30 футов от вас, получает урон и становится Кровоточащим (ниже [1]% от его ОЗ), но не приведено к 0 ОЗ, вы можете использовать реакцию, чтобы телепортироваться в незанятое пространство, которое вы видите в пределах 5 футов от этого существа. Затем вы можете совершить одну рукопашную атаку по нему.","When a creature you can see within 30 feet of you takes damage and becomes Bloodied (below [1]% of its Hit Points) but isn’t reduced to 0 Hit Points, you can take a Reaction to teleport to an unoccupied space you can see within 5 feet of that creature. You can then make one melee attack against it."
Кровавая жажда (1/4),Bloodthirst (1/4)
Кровавая жажда (1/10),Bloodthirst (1/10)
Кровавая жажда Атака из засады (1/2),Bloodthirst Sneak Attack (1/2)
Кровавая жажда Атака из засады (1/4),Bloodthirst Sneak Attack (1/4)
Кровавая жажда Атака из засады (1/10),Bloodthirst Sneak Attack (1/10)
Ужасающая присяга,Dread Allegiance
"Вы формируете Ужасающую Присягу, выбирая одного из Тройки Мертвых: Порчу, Бхола или Миркула. Ваш выбор дает вам Сопротивление к определенному типу урона и способность накладывать связанный фокус, используя Интеллект как вашу способность наложения заклинаний.","You form a Dread Allegiance by choosing one of the Dead Three: Bane, Bhaal, or Myrkul. Your choice grants you Resistance to a specific damage type and the ability to cast an associated cantrip, using Intelligence as your spellcasting ability."
Ужасающая присяга: Порча,Dread Allegiance: Bane
"Если вы выберете Порчу, вы получаете Сопротивление к Психическим урону и можете наложить Малая иллюзия.","If you choose Bane, you gain Resistance to Psychic damage and can cast Minor Illusion."
Ужасающая присяга: Бхол,Dread Allegiance: Bhaal
"Если вы выберете Бхола, вы получаете Сопротивление к Урону Ядов и можете наложить Оберег от оружия.","If you choose Bhaal, you gain Resistance to Poison damage and can cast Blade Ward."
Ужасающая присяга: Миркул,Dread Allegiance: Myrkul
"Если вы выберете Миркула, вы получаете Сопротивление к Урону некротической энергией и можете наложить Пробирающий до костей холод.","If you choose Myrkul, you gain Resistance to Necrotic damage and can cast Chill Touch."
Вы получаете Сопротивление к Психическим урону и можете наложить Малая иллюзия.,You gain Resistance to Psychic damage and can cast Minor Illusion.
Вы получаете Сопротивление к Урону Ядов и можете наложить Оберег от оружия.,You gain Resistance to Poison damage and can cast Blade Ward.
Вы получаете Сопротивление к Урону некротической энергией и можете наложить Пробирающий до костей холод.,You gain Resistance to Necrotic damage and can cast Chill Touch.
1,1
Уровень 3: Вспышка магического пламени,Level 3: Spellfire Burst
"Когда вы тратите как минимум 1 очко чародейства как часть действия Магия или бонусного действия в свой ход, вы можете выпустить один из следующих магических эффектов на ваш выбор. Вы можете делать это только один раз за ход.\n\nУкрепляющее пламя. Вы или одно существо, которое вы видите в пределах 30 футов от себя, получает временные ОЗ, равные 1d4 плюс ваш модификатор Харизмы.\n\nЛучистый огонь. Одно существо, которого вы видите в пределах 30 футов от вас, получает 1d4 Огонь или Урон излучением (на ваш выбор).","When you spend at least 1 Sorcery Point as part of a Magic action or a Bonus Action on your turn, you can unleash one of the following magical effects of your choice. You can do so only once per turn.

Bolstering Flames. You or one creature you can see within 30 feet of yourself gains Temporary Hit Points equal to 1d4 plus your Charisma modifier.

Radiant Fire. One creature you can see within 30 feet of yourself takes 1d4 Fire or Radiant damage (your choice)."
Уровень 3: Заклинания магического пламени,Level 3: Spellfire Spells
"Когда вы достигаете определенных уровней чародея, вы всегда имеете конкретные заклинания подготовлены. На 3-м уровне вы всегда имеете подготовлены Исцеление ран, Направляющий луч, Низшее восстановление и Опаляющий луч. На 5-м уровне вы также имеете подготовлены Аура жизненной силы и Контрзаклинание. На 7-м уровне вы также имеете подготовлены Огненный щит и Огненная стена. На 9-м уровне вы также имеете подготовлены Высшее восстановление и Небесный огонь.","When you reach certain Sorcerer levels, you thereafter always have specific spells prepared. At 3rd level, you always have Cure Wounds, Guiding Bolt, Lesser Restoration, and Scorching Ray prepared. At 5th level, you also have Aura of Vitality and Counterspell prepared. At 7th level, you also have Fire Shield and Wall of Fire prepared. At 9th level, you also have Greater Restoration and Flame Strike prepared."
Уровень 6: Поглощение заклинаний,Level 6: Absorb Spells
"Когда цель терпит неудачу в испытании на сопротивление Контрзаклинанию, которое вы наложите, вы восстанавливаете 1d4 очка чародейства.","Whenever a target fails the saving throw against a Counterspell you cast, you regain 1d4 Sorcery Points."
Вспышка магического пламени,Spellfire Burst
"Когда вы тратите как минимум 1 очко чародейства как часть действия Магия или бонусного действия в свой ход, вы можете выпустить один из следующих магических эффектов на ваш выбор. Вы можете делать это только один раз за ход.","When you spend at least 1 Sorcery Point as part of a Magic action or a Bonus Action on your turn, you can unleash one of the following magical effects of your choice. You can do so only once per turn."
Укрепляющее пламя,Bolstering Flames
"Вы или одно существо, которое вы видите в пределах 30 футов от себя, получает временные ОЗ, равные 1d4 плюс ваш модификатор Харизмы.",You or one creature you can see within 30 feet of yourself gains Temporary Hit Points equal to 1d4 plus your Charisma modifier.
Лучистый огонь: Огонь,Radiant Fire: Fire
"Одно существо, которого вы видите в пределах 30 футов от вас, получает 1d4 Огонь урона.",One creature you can see within 30 feet of yourself takes 1d4 Fire damage.
Лучистый огонь: Излучение,Radiant Fire: Radiant
"Одно существо, которого вы видите в пределах 30 футов от вас, получает 1d4 Урон излучением.",One creature you can see within 30 feet of yourself takes 1d4 Radiant damage.
"Получить временные ОЗ, равные 1d4 плюс модификатор Харизмы кастера заклинаний.",Gain Temporary Hit Points equal to 1d4 plus spell caster's Charisma modifier.
Магия магического пламени,Spellfire Sorcery
"Ваша врожденная сила проистекает из источника самой магии: Ткани. Это сочетание проявляется как редкая способность, известная как магическое пламя, и вы переливаетесь лучами этой сырой магии. Ваш талант с магическим пламенем позволяет вам исцелять союзников, обжигать врагов и поглощать мощные заклинания.\n\nВладецы магического пламени склонны к скитальцам. Многие путешествуют между космополитическими поселениями, такими как те, что вдоль Побережья Мечей, и используют свою магию в интересах общего блага. Другие осознают свои собственные странные силы, гуляя по одинаково странным землям, от магически взорванных пустошей пустыни Анаура до богов-оплавленных дикой земли Старых Империй. Куда бы они ни пошли в Реалмах, чародеи магического пламени приглашены фракциями с интересами в арканических искусствах, таких как Харперы, Культ Дракона и Красные Волхвы.","Your innate power stems from the source of magic itself: the Weave. This connection manifests as a rare ability known as spellfire, and you surge with radiant bursts of this raw magic. Your talent with spellfire allows you to heal allies, sear enemies, and absorb powerful spells.

Wielders of spellfire tend to have a penchant for wandering. Many travel between cosmopolitan settlements, such as those along the Sword Coast, and wield their magic in service of the common good. Others realize their own strange powers by roaming equally strange lands, from the magic-blasted wastes of the desert of Anauroch to the god-touched wilds of the Old Empires. Wherever they go in the Realms, spellfire Sorcerers are courted by factions with interests in the arcane arts, such as the Harpers, Cult of the Dragon, and Red Wizards."
Пистолетчик,Gunslinger
"Риск в крови Пистолетчика. Они дерзкие отступники, ломающие традиции и прокладывают новый путь опасным и неуклюжим огнестрельным оружием. Пистолетчики известны тем, что выживают благодаря своим хитрости и полагаются на миг-секундное и значительное количество удачи, чтобы выжить.<br><br>Черный порох не для слабых. Его грохот — неустойчив и неточен — едва контролируемый взрыв, направленный на врага. Только по-настоящему бесстрашные стремятся овладеть им. Но Пистолетчики имеют нервы из стали, сбрасывают смерть из своих пушек в оглушительном хаосе. Адаптированный для перестрелок, Пистолетчики мобильны и смелы, зная, что жизнь или смерть висит на мгновенном принятии решений и собственном мужестве.<br><br>Взрывной образ жизни Пистолетчиков подходит для скитаний и приключений. Пистолетчики часто стреляют первым и задают вопросы позже, и это отношение зарабатывает им мало друзей и обильных врагов. В своих путешествиях большинство Пистолетчиков тайны и прикладывают большие усилия, чтобы оставаться незамеченными, чтобы не быть замеченными старыми врагами с счетами.","Risk is in a Gunslinger’s blood. They are bold renegades, bucking tradition and forging a new path with dangerous and inelegant firearms. Gunslingers are infamous for surviving by their wits and relying on split-second timing and a considerable amount of luck to survive.<br><br>Black powder isn’t for the faint of heart. Its thunderous applause is volatile and imprecise—a barely controlled explosion directed at an enemy. Only the truly fearless seek to master it. But Gunslingers have nerves of steel, hurling death from their guns in a roaring cacophony. Adapted for shootouts, gunslingers are mobile and daring, knowing that life or death hangs on snap decision-making and one’s own mettle.<br><br>A Gunslinger’s explosive lifestyle lends well to wandering and adventuring. Gunslingers often shoot first and ask questions later, an attitude which earns them few friends and bountiful enemies. In their travels, most gunslingers are secretive and take great lengths to go unnoticed, lest they be spotted by old foes with scores to settle."
Уровень 1: Быстрый выхват,Level 1: Quick Draw
"Вы мастерски выхватываете и стреляете раньше других, прежде чем у других будет время отреагировать, предоставляя вам следующие преимущества.\n\nИнициатива. У вас есть преимущество на броски инициативы.","You’re adept at drawing and firing before others have time to react, granting you the following benefits.

Initiative. You have Advantage on Initiative rolls."
Уровень 2: Критический выстрел,Level 2: Critical Shot
Ваши броски атаки с дальнобойного оружия могут нанести Критический удар при выпадении 19 или 20 на d20.\n\nНа уровне 9 Пистолетчика ваши броски атаки с дальнобойного оружия наносят Критический удар при выпадении 18–20.,"Your attack rolls with Ranged weapons can score a Critical Hit on a roll of 19 or 20 on the d20.

At Gunslinger level 9, your attack rolls with Ranged weapons score a Critical Hit on a roll of 18–20"
Уровень 2: Риск,Level 2: Risk
"Кости риска начинаются как четыре d8. Кость риска расходуется при ее использовании, и вы восстанавливаете все использованные кости риска, когда завершаете краткий или долгий отдых.\n\nПо мере повышения уровня как количество игр, так и их размер увеличиваются. С уровня 2 по уровень 5 у вас есть четыре d8. С уровня 6 по уровень 9 у вас пять d8. С уровня 10 по уровень 12 у вас пять d10.","Risk Dice starts as four d8 dice. A Risk Die is expended when you use it, and you regain all expended Risk Dice when you finish a Short or Long Rest.

As you gain levels, both the number of dice and their size increase. From level 2 to level 5, you have four d8 dice. From level 6 to level 9, you have five d8 dice. From level 10 to level 12, you have five d10 dice."
Уровень 5: Выстрел в живое,Level 5: Gut Shot
"Когда вы наносите Критический удар Крупному или меньшему существу с дальнобойной атакой с оружием, снаряд вбивается в цель. Для 3 ходов ее Скорость сокращается вдвое, и у нее есть помеха на броски атаки.","Whenever you score a Critical Hit against a Large or smaller creature with a ranged attack using a weapon, the projectile lodges itself in the target. For 3 turns, its Speed is halved and it has Disadvantage on attack rolls."
Выстрел в живое,Gut Shot
"Ее Скорость сокращается вдвое, и у нее есть помеха на броски атаки.",Its Speed is halved and it has Disadvantage on attack rolls.
Уровень 11: Избыточный урон,Level 11: Overkill
"Когда вы наносите урон с дальнобойного оружия, которое не добавляет ваш модификатор характеристики к броску, вы добавляете ваш модификатор характеристики тем не менее. Если вы уже добавляете свой модификатор к броску урона, цель получает дополнительный 1d8 урона типа оружия.","When you deal damage with a Ranged weapon that doesn’t add your ability modifier to the roll, you add your ability modifier nonetheless. If you already add your modifier to the damage roll, the target takes an extra 1d8 damage of the weapon’s type."
"Когда вы подвергаетесь воздействию, которое позволяет вам совершить испытание Ловкости, чтобы получить только половину урона, вы вместо этого получаете 0 урона, если вы успешно преодолеваете испытание, и только половину урона, если вы провалили.","When you’re subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw and only half damage if you fail."
Уровень 9: Критический выстрел,Level 9: Critical Shot
Пистолет пальцами,Finger Guns
"Вы протягиваете указательный палец и большой, опасный жест, имитирующий пистолет.","You extend your forefinger and thumb, a dangerous gesture mimicking a gun."
Предки великанов,Giant Ancestry
"Вы происходите от Великанов. Выберите одну из следующих возможностей — сверхъестественный бонус от вашего происхождения; вы можете использовать выбранную возможность количество раз, равное вашему бонусу умения, и восстанавливать все использованные применения, когда завершаете долгий отдых:","You are descended from Giants. Choose one of the following benefits—a supernatural boon from your ancestry; you can use the chosen benefit a number of times equal to your Proficiency Bonus, and you regain all expended uses when you finish a Long Rest:"
Раса: Гоглиат,Race: Goliath
"Гоглиаты имеют предков Великанов, позволяя им выбрать один сверхъестественный бонус, связанный с типом великана. Эта способность может быть использована количество раз, равное их бонусу умения, и полностью восстанавливается после долгого отдыха. В зависимости от выбранного происхождения они могут телепортироваться как бонусное действие, наносить дополнительный элементарный урон при ударе, сокращать Скорость цели, укладывать цель Сбитый с ног, снижать входящий урон как реакцию или мстить Уроном грохота, когда ранены.\n\nНа уровне персонажа 5 они получают Крупную форму. Как бонусное действие, они могут увеличиваться до Размера Крупного на 10 минут, если место позволяет.","Goliaths have Giant Ancestry, allowing them to choose one supernatural boon tied to a type of giant. This ability can be used a number of times equal to their Proficiency Bonus and is fully restored after a Long Rest. Depending on the chosen ancestry, they can teleport as a Bonus Action, deal additional elemental damage on a hit, reduce a target’s Speed, knock a target Prone, reduce incoming damage as a Reaction, or retaliate with Thunder damage when harmed.

At character level 5, they gain Large Form. As a Bonus Action, they can grow to Large size for 10 minutes if space allows."
Облачный разгул,Cloud’s Jaunt
"Как бонусное действие, вы телепортируетесь магически на расстояние до 30 футов в незанятое пространство, которое вы видите.","As a Bonus Action, you magically teleport up to 30 feet to an unoccupied space you can see."
Гром шторма,Storm’s Thunder
"Когда вы получаете урон от существа в пределах 60 футов от вас, вы можете использовать реакцию, чтобы нанести 1d8 урона грохота этому существу.","When you take damage from a creature within 60 feet of you, you can take a Reaction to deal 1d8 Thunder damage to that creature."
Огненный жар,Fire’s Burn
"Когда вы попадаете по цели броском атаки и наносите ей урон, вы также можете нанести 1d10 Огонь урона этой цели.","When you hit a target with an attack roll and deal damage to it, you can also deal 1d10 Fire damage to that target."
Холод Мороза,Frost’s Chill
"Когда вы попадаете по цели броском атаки и наносите ей урон, вы также можете нанести 1d6 урона холода этой цели и сократить ее Скорость на 10 футов до начала вашего следующего хода.","When you hit a target with an attack roll and deal damage to it, you can also deal 1d6 Cold damage to that target and reduce its Speed by 10 feet until the start of your next turn."
Кувырок Холма,Hill’s Tumble
"Когда вы попадаете по Крупному или меньшему существу броском атаки и наносите ей урон, вы можете дать этой цели состояние Сбитый с ног.","When you hit a Large or smaller creature with an attack roll and deal damage to it, you can give that target the Prone condition."
Скальная твердость,Stone’s Endurance
"Когда вы получаете урон, вы можете использовать реакцию, чтобы бросить 1d12. Добавьте модификатор Телосложения к брошенному числу и уменьшите урон на это общее.","When you take damage, you can take a Reaction to roll 1d12. Add your Constitution modifier to the number rolled and reduce the damage by that total."
Крупная форма,Large Form
"Начиная с уровня персонажа 5, вы можете изменить свой размер на Крупный как бонусное действие, если вы находитесь в достаточно большом пространстве. Эта трансформация длится 10 минут.","Starting at character level 5, you can change your size to Large as a Bonus Action if you’re in a big enough space. This transformation lasts for 10 minutes."
Сглотнуть пулю,Bite the Bullet
"Вы можете потратить одну Кость риска, чтобы получить временные ОЗ, равные брошенному числу на кубике плюс ваш уровень Пистолетчика.",You can expend one Risk Die to gain Temporary Hit Points equal to the number rolled on the die plus your Gunslinger level.
Слепой огонь,Blindfire
"Вы можете потратить одну Кость риска, чтобы получить Слепозрение с диапазоном 30 футов до конца текущего хода.",You can expend one Risk Die to gain Blindsight with a range of 30 feet until the end of the current turn.
Ролл уклонения,Dodge Roll
"Вы можете потратить одну Кость риска, чтобы переместиться до 30 футов. Это движение не провоцирует внеочередные атаки и не влияет на сложную местность.",You can expend one Risk Die to move up to 30 feet. This movement doesn’t provoke Opportunity Attacks and is unaffected by Difficult Terrain.
"Приобретайте временные ОЗ, равные числу, выпавшему на кости Риска, плюс ваш уровень Стрелка.",Gain Temporary Hit Points equal to the number rolled on the Risk die plus your Gunslinger level.
"Вы можете совершить бонусное действие и использовать одну кость Риска, чтобы приобрести слеповидение дальностью 30 футов до конца текущего хода.",You can take a Bonus Action and expend one Risk Die to gain Blindsight with a range of 30 feet until the end of the current turn.
Кости Риска.,Risk Dice
"Вы способны на невероятные подвиги смелости, подпитываемые особыми костями, называемыми Кости Риска.",You can perform incredible feats of daring fueled by special dice called Risk Dice.
Задевающий выстрел.,Grazing Shot
"Когда вы промахиваетесь броском дальнобойной атаки с оружием, вы можете использовать одну кость Риска (без затрат действия), чтобы нанести тому существу урон, равный броску кости плюс модификатор вашей Ловкости (минимум 1). Тип этого урона совпадает с типом урона от оружия, и повысить его можно только увеличив модификатор характеристики. Эту особенность можно использовать только раз за ход.","When you miss with a ranged attack roll using a weapon, you can expend one Risk Die (no action required) to deal damage to that creature equal to a roll of the die plus your Dexterity modifier (minimum of 1). This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier. You can only use this maneuver once per turn."
Неординарный дух.,Maverick Spirit
"Когда вы проваливаете проверку характеристики Интеллекта, Мудрости или Харизмы или испытание, вы можете использовать одну кость Риска, добавив её к броску, что потенциально превратит его в успех. Эту особенность можно использовать только раз за ход.","When you fail an Intelligence, Wisdom, or Charisma ability check or saving throw, you can expend one Risk Die to add it to the roll, potentially turning it into a success. You can only use this maneuver once per turn."
На волосок.,Skin of Your Teeth
"Когда существо, которое вы видите, попадает по вам броском атаки, вы можете совершить реакцию и использовать одну кость Риска, чтобы увернуться от опасности. Бросьте кость и прибавьте выпавшее число к вашему КБ против этой атаки, что потенциально может привести к промаху. Эту особенность можно использовать только раз за ход.","When a creature you can see hits you with an attack roll, you can take a Reaction and expend one Risk Die to dodge out of harm’s way. Roll the die and add the number rolled to your AC against this attack, potentially causing it to miss. You can only use this maneuver once per turn."
